"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)"
"1691596534","22.656","23.330","22.241","22.053","22.208","22.495","22.690","22.439"
"1691596535","22.668","23.348","22.241","22.038","22.197","22.484","22.671","22.425"
"1691596536","22.694","23.374","22.241","22.042","22.201","22.488","22.657","22.432"
"1691596537","22.708","23.404","22.252","22.046","22.212","22.495","22.657","22.444"
"1691596538","22.723","23.422","22.252","22.054","22.223","22.499","22.661","22.455"
"1691596539","22.746","23.434","22.256","22.065","22.230","22.503","22.646","22.462"
"1691596540","22.768","23.434","22.253","22.061","22.234","22.514","22.635","22.455"
"1691596541","22.805","23.456","22.253","22.069","22.234","22.525","22.624","22.444"
"1691596542","22.834","23.485","22.264","22.080","22.253","22.533","22.625","22.444"
"1691596543","22.864","23.500","22.257","22.080","22.260","22.540","22.614","22.452"
"1691596544","22.871","23.534","22.257","22.077","22.264","22.551","22.614","22.456"
"1691596545","22.904","23.563","22.261","22.088","22.275","22.551","22.599","22.459"
"1691596546","22.919","23.585","22.268","22.099","22.279","22.566","22.596","22.459"
"1691596547","22.953","23.615","22.287","22.110","22.294","22.574","22.588","22.467"
"1691596548","22.989","23.648","22.305","22.125","22.305","22.574","22.599","22.493"
"1691596549","23.008","23.678","22.305","22.121","22.320","22.581","22.589","22.478"
"1691596550","23.038","23.737","22.320","22.132","22.335","22.600","22.570","22.475"
"1691596551","23.075","23.774","22.324","22.144","22.342","22.618","22.559","22.508"
"1691596552","23.097","23.814","22.328","22.159","22.350","22.622","22.567","22.508"
"1691596553","23.130","23.847","22.321","22.166","22.365","22.637","22.567","22.508"
"1691596554","23.148","23.877","22.321","22.173","22.376","22.648","22.560","22.530"
"1691596555","23.178","23.917","22.324","22.177","22.383","22.655","22.567","22.527"
"1691596556","23.200","23.969","22.350","22.201","22.405","22.683","22.553","22.545"
"1691596557","23.241","23.991","22.358","22.203","22.409","22.689","22.553","22.556"
"1691596558","23.278","24.002","22.376","22.203","22.417","22.704","22.553","22.564"
"1691596559","23.333","24.043","22.384","22.218","22.446","22.718","22.546","22.586"
"1691596560","23.333","24.065","22.373","22.229","22.439","22.718","22.542","22.575"
"1691596561","23.344","24.098","22.391","22.240","22.461","22.722","22.542","22.572"
"1691596562","23.344","24.121","22.406","22.233","22.469","22.730","22.535","22.570"
"1691596563","23.341","24.139","22.402","22.244","22.480","22.733","22.520","22.568"
"1691596564","23.355","24.176","22.421","22.255","22.483","22.752","22.513","22.572"
"1691596565","23.385","24.202","22.432","22.259","22.495","22.767","22.509","22.572"
"1691596566","23.400","24.242","22.447","22.263","22.495","22.782","22.491","22.568"
"1691596567","23.418","24.268","22.458","22.281","22.498","22.789","22.495","22.576"
"1691596568","23.466","24.331","22.462","22.293","22.535","22.819","22.484","22.598"
"1691596569","23.507","24.360","22.466","22.293","22.547","22.826","22.477","22.605"
"1691596570","23.551","24.386","22.480","22.300","22.563","22.837","22.475","22.635"
"1691596571","23.580","24.401","22.495","22.304","22.577","22.845","22.481","22.644"
"1691596572","23.610","24.416","22.506","22.319","22.591","22.852","22.488","22.653"
"1691596573","23.647","24.434","22.514","22.322","22.584","22.849","22.473","22.676"
"1691596574","23.669","24.475","22.521","22.337","22.602","22.867","22.484","22.709"
"1691596575","23.699","24.504","22.529","22.348","22.613","22.874","22.484","22.713"
"1691596576","23.724","24.538","22.536","22.356","22.624","22.904","22.496","22.716"
"1691596577","23.787","24.597","22.544","22.371","22.639","22.919","22.492","22.742"
"1691596578","23.806","24.622","22.555","22.382","22.643","22.930","22.492","22.761"
"1691596579","23.824","24.656","22.566","22.393","22.654","22.948","22.514","22.783"
"1691596580","23.861","24.667","22.584","22.411","22.669","22.967","22.544","22.827"
"1691596581","23.916","24.707","22.610","22.408","22.676","22.989","22.562","22.853"
"1691596582","23.968","24.781","22.636","22.433","22.702","23.000","22.570","22.886"
"1691596583","24.005","24.814","22.647","22.441","22.710","23.008","22.566","22.890"
"1691596584","24.019","24.814","22.647","22.441","22.702","23.015","22.555","22.875"
"1691596585","24.034","24.847","22.658","22.445","22.713","23.022","22.548","22.883"
"1691596586","24.082","24.914","22.684","22.445","22.735","23.037","22.526","22.875"
"1691596587","24.119","24.940","22.695","22.456","22.750","23.049","22.522","22.883"
"1691596588","24.138","24.947","22.706","22.464","22.762","23.067","22.522","22.923"
"1691596589","24.174","24.980","22.721","22.486","22.773","23.076","22.524","22.927"
"1691596590","24.182","25.006","22.729","22.508","22.787","23.085","22.526","22.931"
"1691596591","24.197","25.035","22.732","22.515","22.791","23.108","22.526","22.927"
"1691596592","24.204","25.069","22.751","22.530","22.798","23.126","22.526","22.938"
"1691596593","24.230","25.094","22.769","22.534","22.810","23.141","22.530","22.935"
"1691596594","24.256","25.128","22.777","22.545","22.821","23.152","22.523","22.939"
"1691596595","24.289","25.164","22.806","22.552","22.824","23.163","22.504","22.957"
"1691596596","24.333","25.183","22.806","22.567","22.839","23.167","22.512","22.998"
"1691596597","24.385","25.212","22.821","22.574","22.847","23.170","22.527","23.038"
"1691596598","24.422","25.249","22.828","22.578","22.858","23.182","22.530","23.075"
"1691596599","24.451","25.297","22.851","22.586","22.858","23.196","22.549","23.116"
"1691596600","24.462","25.338","22.865","22.593","22.869","23.200","22.549","23.123"
"1691596601","24.499","25.356","22.873","22.615","22.888","23.226","22.560","23.167"
"1691596602","24.518","25.378","22.880","22.623","22.888","23.241","22.575","23.178"
"1691596603","24.547","25.412","22.895","22.634","22.899","23.248","22.579","23.189"
"1691596604","24.654","25.471","22.943","22.660","22.928","23.278","22.601","23.215"
"1691596605","24.702","25.496","22.961","22.689","22.954","23.292","22.604","23.219"
"1691596606","24.702","25.533","22.980","22.713","22.978","23.322","22.601","23.212"
"1691596607","24.728","25.556","22.995","22.718","22.985","23.324","22.594","23.208"
"1691596608","24.742","25.563","22.991","22.722","22.991","23.326","22.586","23.204"
"1691596609","24.761","25.589","23.002","22.722","23.002","23.337","22.568","23.204"
"1691596610","24.754","25.607","23.024","22.745","23.021","23.341","22.572","23.205"
"1691596611","24.765","25.626","23.039","22.756","23.035","23.352","22.553","23.212"
"1691596612","24.798","25.626","23.050","22.763","23.050","23.359","22.557","23.223"
"1691596613","24.868","25.688","23.072","22.782","23.065","23.385","22.550","23.267"
"1691596614","24.897","25.714","23.083","22.793","23.083","23.396","22.543","23.297"
"1691596615","24.927","25.710","23.098","22.804","23.091","23.416","22.546","23.310"
"1691596616","24.956","25.707","23.113","22.819","23.102","23.425","22.543","23.318"
"1691596617","24.975","25.740","23.124","22.830","23.117","23.433","22.539","23.326"
"1691596618","24.993","25.770","23.143","22.834","23.124","23.452","22.539","23.341"
"1691596619","25.026","25.781","23.159","22.859","23.143","23.455","22.528","23.345"
"1691596620","25.045","25.803","23.168","22.870","23.150","23.463","22.525","23.349"
"1691596621","25.060","25.818","23.165","22.867","23.150","23.467","22.503","23.349"
"1691596622","25.122","25.888","23.202","22.889","23.169","23.481","22.506","23.371"
"1691596623","25.152","25.917","23.205","22.904","23.191","23.503","22.506","23.400"
"1691596624","25.181","25.928","23.231","22.922","23.202","23.529","22.507","23.423"
"1691596625","25.214","25.947","23.242","22.930","23.213","23.529","22.495","23.430"
"1691596626","25.244","25.954","23.264","22.944","23.220","23.537","22.503","23.452"
"1691596627","25.270","25.987","23.279","22.952","23.217","23.551","22.503","23.463"
"1691596628","25.288","26.006","23.290","22.963","23.217","23.552","22.507","23.485"
"1691596629","25.325","26.013","23.301","22.978","23.228","23.555","22.507","23.500"
"1691596630","25.355","25.998","23.313","22.992","23.250","23.552","22.507","23.515"
"1691596631","25.395","26.032","23.327","22.996","23.283","23.581","22.499","23.522"
"1691596632","25.417","26.046","23.346","23.022","23.298","23.592","22.507","23.545"
"1691596633","25.450","26.080","23.361","23.037","23.309","23.611","22.503","23.552"
"1691596634","25.472","26.109","23.379","23.055","23.327","23.618","22.492","23.545"
"1691596635","25.484","26.124","23.386","23.063","23.335","23.629","22.500","23.570"
"1691596636","25.520","26.153","23.408","23.070","23.357","23.636","22.500","23.589"
"1691596637","25.539","26.164","23.423","23.088","23.372","23.655","22.503","23.611"
"1691596638","25.550","26.164","23.423","23.103","23.379","23.659","22.500","23.622"
"1691596639","25.587","26.197","23.445","23.114","23.394","23.677","22.500","23.644"
"1691596640","25.605","26.231","23.456","23.133","23.420","23.707","22.500","23.673"
"1691596641","25.616","26.245","23.471","23.147","23.453","23.718","22.489","23.684"
"1691596642","25.620","26.256","23.484","23.162","23.473","23.731","22.487","23.692"
"1691596643","25.620","26.253","23.491","23.169","23.485","23.737","22.484","23.707"
"1691596644","25.616","26.271","23.497","23.177","23.497","23.743","22.481","23.721"
"1691596645","25.624","26.282","23.493","23.195","23.515","23.747","22.474","23.747"
"1691596646","25.620","26.279","23.504","23.195","23.519","23.758","22.467","23.773"
"1691596647","25.642","26.286","23.519","23.210","23.530","23.769","22.467","23.795"
"1691596648","25.694","26.312","23.534","23.217","23.541","23.788","22.471","23.813"
"1691596649","25.797","26.345","23.578","23.258","23.582","23.810","22.482","23.847"
"1691596650","25.826","26.363","23.589","23.265","23.589","23.817","22.489","23.861"
"1691596651","25.859","26.382","23.617","23.276","23.606","23.834","22.491","23.871"
"1691596652","25.896","26.400","23.625","23.284","23.612","23.844","22.494","23.875"
"1691596653","25.926","26.415","23.633","23.291","23.619","23.854","22.496","23.880"
"1691596654","25.959","26.452","23.652","23.302","23.622","23.865","22.496","23.895"
"1691596655","25.981","26.478","23.681","23.317","23.630","23.891","22.497","23.902"
"1691596656","26.007","26.514","23.685","23.332","23.637","23.902","22.482","23.884"
"1691596657","26.018","26.544","23.689","23.335","23.652","23.898","22.467","23.887"
"1691596658","26.073","26.636","23.711","23.365","23.692","23.932","22.460","23.928"
"1691596659","26.091","26.673","23.725","23.376","23.703","23.935","22.460","23.932"
"1691596660","26.106","26.674","23.753","23.385","23.725","23.957","22.463","23.968"
"1691596661","26.124","26.699","23.774","23.395","23.740","23.963","22.471","23.978"
"1691596662","26.146","26.724","23.795","23.405","23.755","23.968","22.478","23.987"
"1691596663","26.172","26.768","23.814","23.427","23.770","23.983","22.486","23.972"
"1691596664","26.176","26.798","23.821","23.427","23.773","23.983","22.463","23.976"
"1691596665","26.172","26.835","23.840","23.442","23.777","23.991","22.453","23.976"
"1691596666","26.176","26.860","23.851","23.457","23.781","24.005","22.475","23.983"
"1691596667","26.198","26.923","23.899","23.483","23.796","24.016","22.464","23.994"
"1691596668","26.224","26.949","23.913","23.487","23.799","24.027","22.460","24.027"
"1691596669","26.261","26.952","23.924","23.490","23.796","24.042","22.464","24.031"
"1691596670","26.297","26.952","23.935","23.498","23.792","24.068","22.464","24.049"
"1691596671","26.331","26.974","23.954","23.527","23.810","24.083","22.471","24.068"
"1691596672","26.360","26.978","23.965","23.527","23.829","24.090","22.467","24.086"
"1691596673","26.404","27.008","23.983","23.534","23.843","24.097","22.471","24.112"
"1691596674","26.408","27.011","24.002","23.553","23.858","24.112","22.471","24.116"
"1691596675","26.408","27.052","24.016","23.582","23.876","24.134","22.471","24.116"
"1691596676","26.423","27.070","24.053","23.601","23.895","24.152","22.464","24.138"
"1691596677","26.412","27.085","24.064","23.612","23.899","24.164","22.467","24.153"
"1691596678","26.408","27.100","24.068","23.634","23.913","24.175","22.467","24.145"
"1691596679","26.404","27.133","24.083","23.641","23.932","24.193","22.457","24.131"
"1691596680","26.419","27.151","24.086","23.652","23.943","24.204","22.445","24.138"
"1691596681","26.415","27.192","24.101","23.660","23.958","24.204","22.449","24.138"
"1691596682","26.427","27.195","24.127","23.678","23.969","24.204","22.442","24.149"
"1691596683","26.434","27.218","24.134","23.674","23.965","24.219","22.434","24.171"
